@timestamp,Host Name,Host OS,CPU Avg
2022-11-18 08:45:01.914983,10.2.0.12,Linux,0.44
2022-11-18 08:48:13.881118,10.2.0.12,Linux,0.44
2022-11-18 08:35:15.564352,10.2.0.12,Linux,0.44
2022-11-18 08:41:43.452151,10.2.0.12,Linux,0.44
2022-11-18 08:40:48.957537,10.2.0.12,Linux,0.44
2022-11-18 08:32:03.818924,10.2.0.12,Linux,0.44
2022-11-18 08:42:45.130198,10.2.0.12,Linux,0.44
2022-11-18 08:50:59.464229,10.2.0.12,Linux,0.44
2022-11-18 08:59:02.671584,10.2.0.12,Linux,0.44
2022-11-18 08:57:23.837015,10.2.0.12,Linux,0.44
2022-11-18 08:54:12.556950,10.2.0.12,Linux,0.44
2022-11-18 09:02:14.230749,10.2.0.12,Linux,0.44
2022-11-18 09:09:44.288628,10.2.0.12,Linux,0.44
2022-11-18 09:05:49.176767,10.2.0.12,Linux,0.44
2022-11-18 09:12:56.392906,10.2.0.12,Linux,0.44
2022-11-18 09:04:02.514544,10.2.0.12,Linux,0.44
2022-11-18 09:42:03.451019,10.2.0.12,Linux,0.43
2022-11-18 11:17:41.760794,10.2.0.12,Linux,0.42
2022-11-18 11:21:06.043310,10.2.0.12,Linux,0.42
2022-11-18 14:29:22.382127,10.2.0.12,Linux,0.41
2022-11-18 14:32:46.300551,10.2.0.12,Linux,0.41
2022-11-18 12:53:33.925270,10.2.0.12,Linux,0.41
2022-11-18 12:56:58.098866,10.2.0.12,Linux,0.41
2022-11-18 11:12:05.006300,10.2.0.12,Linux,0.42
2022-11-18 09:45:15.236107,10.2.0.12,Linux,0.43
