@timestamp,Host Name,Host OS,CPU Avg
2022-11-16 08:57:10.700560,10.2.1.5,Windows,19.77205958258991
2022-11-16 08:58:20.858778,10.2.1.5,Windows,15.473229542585992
2022-11-16 08:54:51.444560,10.2.1.5,Windows,68.3464243557537
2022-11-16 08:55:59.633197,10.2.1.5,Windows,54.0518807002617
2022-11-16 09:02:04.934727,10.2.1.5,Windows,21.87709783506692
2022-11-16 09:00:54.090191,10.2.1.5,Windows,57.40769078645883
2022-11-16 08:59:44.800092,10.2.1.5,Windows,98.10049952650988
2022-11-16 11:35:44.066518,10.2.1.5,Windows,92.4439120955838
2022-11-16 11:36:56.052604,10.2.1.5,Windows,62.35681280300982
2022-11-16 11:38:10.382546,10.2.1.5,Windows,12.780888399524812
2022-11-16 11:39:22.215874,10.2.1.5,Windows,30.204996044066537
2022-11-16 11:40:36.221223,10.2.1.5,Windows,68.42778501473452
2022-11-16 11:41:41.939096,10.2.1.5,Windows,12.381928452410628
2022-11-16 11:42:56.732030,10.2.1.5,Windows,91.97367958320304
2022-11-16 11:44:05.434853,10.2.1.5,Windows,65.3571997224258
2022-11-16 11:45:23.108165,10.2.1.5,Windows,97.19556877645276
2022-11-16 11:22:43.009684,10.2.1.5,Windows,93.09906487962483
2022-11-16 11:23:53.299459,10.2.1.5,Windows,82.00393631910515
2022-11-16 11:25:04.054821,10.2.1.5,Windows,32.637582438560955
2022-11-16 11:26:13.165099,10.2.1.5,Windows,19.19884654991513
2022-11-16 11:27:24.135100,10.2.1.5,Windows,11.210520474357471
2022-11-16 11:28:34.798464,10.2.1.5,Windows,10.059904337325689
2022-11-16 11:29:51.408851,10.2.1.5,Windows,43.88631466952413
2022-11-16 11:30:59.127793,10.2.1.5,Windows,95.80476507256712
2022-11-16 11:32:12.078445,10.2.1.5,Windows,56.99667424178683
2022-11-16 11:20:15.512109,10.2.1.5,Windows,22.124583714959183
2022-11-16 11:21:30.500486,10.2.1.5,Windows,71.74784766182097
2022-11-16 11:16:39.754442,10.2.1.5,Windows,51.04531825851543
2022-11-16 11:17:54.100028,10.2.1.5,Windows,88.12060358169657
2022-11-16 11:33:19.951242,10.2.1.5,Windows,19.011651112182875
2022-11-16 11:34:34.029559,10.2.1.5,Windows,72.83877915323072
2022-11-16 11:51:24.063926,10.2.1.5,Windows,17.641246019128722
2022-11-16 11:52:32.640398,10.2.1.5,Windows,98.0585134353604
